名字,正文,时间,text_result
"
兰香子0707",肯定是从很多天以前就开始做这个试验了，现在被输了血浆的重症病人有了好转，才敢对外公布，这个方法有效。如果临床试验没有效果，也就不会对外公布这个方法了。 ,20200210-20200213,
"
蔓蔓爱吃日料yu",这真的是好消息诶，愿早日康复 ,20200210-20200213,
"
儿时晚",嗯嗯，您也是物以类聚哈，拿无知当新闻 也让我见识到了这个世界更神奇的地方呢 ,20200210-20200213,
"
Ok都行都可以",好起来吧 ,20200210-20200213,
"
带带程十三",如果没有临床实验之前就要大量献血，临床了以后如果发现效果不好怎么办？你这种人是不是又要像双黄连一样开骂了？要骂病人就是随便用的韭菜了？双黄连临床实验之前就报道了，并且特意说明了还没经临床，这都被骂惨了。你们是真难伺候，做的多了要骂，做的少的也要骂，就会动嘴皮子，你怎么不去前线呢？ ,20200210-20200213,
"
粗粮蔬菜水果蛋白",这是免疫细胞疗法吗 ,20200210-20200213,
"
一秒变seven88",@一秒钟变金鱼cy ,20200210-20200213,
"
青草莓6576",是挺神奇，这就是物以类聚吗.jpg ,20200210-20200213,
"
Keira1226",和静丙的被动免疫原理一样。但是传统血制品里的献浆员献浆后需要等待三个月再检没传染病假阴性才能投产，这次间隔这么短产品就上临床，如何保障安全性？ ,20200210-20200213,
"
我是闫大炮",为了保证用血安全，平时的血浆使用都必须要灭活的，血浆是全血分离出来的，在输血过程前包括输血后会对血液中可能会有的经血传播疾病进行检测，比如乙肝丙肝艾滋梅毒，加上核酸技术的补充，基本经血传播的疾病都可以查出来 ,20200210-20200213,
"
小漠WIFI已连",转发微博 ,20200210-20200213,
"
小博小战给我力量",太好了！ ,20200210-20200213,
"
带带程十三",你这种人是不是有病啊？为什么总有人觉得自己想的比国家级的专业人员还要全面呢？这东西要配合多方面研制，先经细胞层面观察，再经临床实验，你以为是你动动嘴皮子就能弄出来的？ ,20200210-20200213,
"
健身房老板",广西梧州的都是用中医疗法治好的五例 ,20200210-20200213,
"
云海坠落于雪山峰",是啊 第一个康复患者出现就该采他的血，也不用研究也不用试验，马上大张旗鼓说我们研究出抗体血清。 ,20200210-20200213,
"
冬天赖床高高高高手",会好的 ,20200210-20200213,
"
喵-大咖",病毒小儿莫猖狂，团结智慧不可挡，战胜代带一代，叫你瑟瑟终灭亡。 ,20200210-20200213,
"
普通追星辣妹",就是昨晚看到这个新闻，梦到我爸叫我去献血 我要是康复病人就去惹 ,20200210-20200213,
"
我以此心对明月",已经不错了 ,20200210-20200213,
"
各拉丹冬冰川",好消息 ,20200210-20200213,
"
YoYo_Young_____",我记得献血量好像跟体重有关？如果太瘦的人是不让献血的好像… ,20200210-20200213,
"
心想事成的学习天才",啊啊啊啊啊啊之前我就提过这个意见！！！太好了！ ,20200210-20200213,
"
努力成为一个有良知的人",这个应该需要大量血液，辛苦了 ,20200210-20200213,
"
游荡在微博中的女青年",热泪盈眶 ,20200210-20200213,
"
儿时晚",我认识的女生就是这么回事 世界之大无奇不有 神奇吗？ ,20200210-20200213,
"
龙家紫玉wendy",??????好消息啊！！！希望更多的好消息到来 ,20200210-20200213,
"
花落西郊",想到了韩国电影里的小女孩 ,20200210-20200213,
"
suiseii_",舒心了一点 ,20200210-20200213,
"
两个阿卡",抗2019-nCoV病毒灭活血浆为新型冠状病毒感染后康复患者血浆，经采供血机构按国家标准进行严格检测，确定血浆中不含HBV、HCV、HIV、2019-nCoV病毒后，经亚甲蓝光照法病毒灭活后制备，含有一定滴度新型冠状病毒抗体 ,20200210-20200213,
"
华博特教育",重磅好消息！治疗性新冠特免血浆制品投入临床！#战疫历史记录# #治疗性新冠特免血浆制品投入临床# ,20200210-20200213,
"
YoYo_Young_____",你放心好了，献血是会检测很多东西的，而不是你想的献了直接用。 ,20200210-20200213,
"
-大路朝天-",医保全额支付治疗费用，康复后献血，理所应当 ,20200210-20200213,
"
烟雨暮云寒",好消息！ ,20200210-20200213,
"
文文12321",??????加油 ,20200210-20200213,
"
儿时晚",是药三分毒 你让我百度这个 那你百度一下青霉素过敏？ ,20200210-20200213,
"
35oC",中医最爱谈“气、虚” ,20200210-20200213,
"
儿时晚",我说中医和抗体有关系了吗？我说的话在你看来是理论依据？不信中医没人把你抓去非要吃中药 不信不吃就是了 跳什么？ ,20200210-20200213,
"
莫莫2002",要注意血液的质量 ,20200210-20200213,
"
儿时晚",你回复错人了 我有提到抗体血浆概念吗？ ,20200210-20200213,
"
六月绯华",！好消息！ ,20200210-20200213,
"
MMMora慧子",期待好消息！！ ,20200210-20200213,
"
十一甯丫头",太好了 ,20200210-20200213,
"
同心圆2019",还是建议不要道德绑架捐献，要有偿采集。 ,20200210-20200213,
"
国资小新",@中国生物CNBG,20200210-20200213,
"
治一治十年少",难怪今天张院长号召已出院的患者捐献呢，太好了！ ,20200210-20200213,
"
边城中的月光",中医知道你需要去火或者需要祛湿就够了 ,20200210-20200213,
"
人间歨值得",中医重在调理，不矛盾啊…西医是见效快，能够实现短期治愈，我身边有朋友月经不调是喝中药调理好的，像这种病就挺尴尬的，又不是重病，你不能每天把西药当饭吃吧，吃多了对女性身体也不好，中药调理就挺好的，温和而且有用 ,20200210-20200213,
"
甘卡卡",提倡康复的回来捐血 ,20200210-20200213,
"
佑源美学堂",太好了 ,20200210-20200213,
"
卿笑笑_娟",献的血也不一定健康啊，万一有别的疾病的呢 ,20200210-20200213,
"
甜三三呀",愿接下来都是好消息?? ,20200210-20200213,
"
傅小怼",图2有原图么 ,20200210-20200213,
"
火锅不能没毛肚",确实，临床上只允许失血到一定量才可以进行输血肯定是有原因的。用血浆治病是好消息，但一定要谨慎。 ,20200210-20200213,
"
奇怪的人会发光诶",谢谢啦 ,20200210-20200213,
"
西西里泡丞",赶紧好起来！！！都平平安安健健康康的 ,20200210-20200213,
"
kikiliii",@飞雪fengfeixue ,20200210-20200213,
"
天缘skylove",可以 ,20200210-20200213,
"
我说跑就跑",大型迷惑现场？ 中医和西医都能吵起来？ ,20200210-20200213,
"
爱之笔岸",转发微博 ,20200210-20200213,
"
熵值为零",媒体又要高潮了，好好了解一下什么是特免血浆、特效药、疫苗吧 ,20200210-20200213,
"
儿时晚",还是需要不断认识的 ?? ,20200210-20200213,
"
胖虎不点胖",献血都会测 更何况这种用途 安心 ,20200210-20200213,
"
对数螺旋hw",拐点来了?? ,20200210-20200213,
"
青草莓6576",？你认识的女生都是怎么回事？ ,20200210-20200213,
"
皓咊--",终于迎来好消息！ ,20200210-20200213,
"
paolantic",单采血浆一次最多600，只要血浆，血细胞回输，类似于成分献血，国家规定隔14天就能献一次。 ,20200210-20200213,
"
SuchAspecialnight",虽然治好了部分人，但是新冠病毒易变异相同抗体在不同人身上不一定起作用，而且病毒威胁相对小时有病毒和免疫系统共存的可能，宣传积极献血是否草率了些 ,20200210-20200213,
"
我家有只猫噢",#众志成城抗疫情# #武汉加油# 把病毒交给免疫系统，即使有局限性，即使只能用在危重病患身上，这依然是至今为止难得的好消息了!加油!! ,20200210-20200213,
"
梁睿__",情人节最好的消息 ,20200210-20200213,
"
摇啊摇607",太好了！！ ,20200210-20200213,
"
上网冲浪最重要是开心",先给医护人员用上吧 ,20200210-20200213,
"
毛毛服饰私人订制",令人振奋的好消息啊。制造血浆的上海莱士纳入MSCI指数的，今日要发飙啦 ,20200210-20200213,
"
茫小岛",可是就武汉这个水准，能保障献血者安全，和保证血液质量吗？不希望因为这个又会引发新的其他感染。 ,20200210-20200213,
"
-starsignCX-",真是好消息 ,20200210-20200213,
"
鬼鬼a鬼鬼",加油呀 ,20200210-20200213,
"
非著名面食爱好者",@历久真的尝心吗 ,20200210-20200213,
"
钟情Nei·",终于有好消息了 加油！！ ,20200210-20200213,
"
F-Rown",这真的是好消息，好样的。 ,20200210-20200213,
"
青头潜鸭",领导不怕戴错口罩了 ,20200210-20200213,
"
林楠笙圈外男友",辛苦了！！！！！！！ ,20200210-20200213,
"
苏喜喜喜",担心还没真正康复的病人的血浆 ,20200210-20200213,
"
梅阿查的左后卫",确实是好消息，希望痊愈的病人在允许的条件下能有大爱。 ,20200210-20200213,
"
下铺爱玩连连看",新冠肺炎的治疗费用本来就是国家出钱 ,20200210-20200213,
"
前进8--前进8",治疗新冠肺炎好消息 ,20200210-20200213,
"
当一个穿囚衣的傻瓜",太好了 ,20200210-20200213,
"
JunSoo44161",疫苗还需时日临床试验，但是确实看到了曙光。治疗方面，有证据显示我国向吉列德购买了大量的瑞德西韦，这说明，瑞德西韦对治疗方面应该很有效。 ,20200210-20200213,
"
影的星界",希望过几天没人说是谣言。 ,20200210-20200213,
"
晓雪朱晓雪",你傻啊 ,20200210-20200213,
"
一个人淂夜",。 ,20200210-20200213,
"
疯人院里的七重人格yu",这是真的好消息 ,20200210-20200213,
"
SuShin77",假如是我，只要条件允许，我愿意提供血浆，毕竟是免费治疗，医护工作者也是冒着生命危险救人，只有康复的人配合这样才可以快点结束疫情，大家才能回到正常生活，还是希望有能力的能够帮助其他患者 ,20200210-20200213,
"
x-区",@晞冀如小小 太好了！！！ ,20200210-20200213,
"
破产姐妹的小号",同想到了流感 ,20200210-20200213,
"
nisiya9652",现在新冠患者就是免费治疗啊 ,20200210-20200213,
"
木木的幸运星呢",@z鹿木木木 ,20200210-20200213,
"
李悦溪XX",@V鹏Sunshine ,20200210-20200213,
"
野橘小玫瑰",到时候病毒会不会又变异啊，比如不会在病人身体中产生抗体？ ,20200210-20200213,
"
亚当我要做个好孩纸",起码有希望了 ,20200210-20200213,
"
雨烟柔情HCY",转发微博 ,20200210-20200213,
"
曼谷小象低速降解中",这个我也想到了，为啥现在才开始实施，有什么阻力吗？ ,20200210-20200213,
"
李悦溪XX",@亚当我要做个好孩纸 ,20200210-20200213,
"
饶赵赵",好消息，加油?? ,20200210-20200213,
"
TracyADA",我很冷静啊，真的只是单纯提出来而已 ,20200210-20200213,
"
春天栽下一棵橘子树",希望希望真的有用。 ,20200210-20200213,
"
TracyADA",哦，涨知识了 ,20200210-20200213,
"
summerisnotsummer",没想到前一阵子我在猜想的事情竟然成了真的。以血救人 ,20200210-20200213,
"
凶残的翠花",@午后狂睡  ,20200210-20200213,
"
被人怀疑性别的s",怎么可能这样算，治愈人数是不断上升的，不是固定数，还有也不是所有确诊的都需要，目前用在危重病人身上 ,20200210-20200213,
"
nisiya9652",献血就是没人权？人道主义在你这里成了没人权？那你记住啊，hk要是爆发疫情，你们曱甴一定要呼吁hk治愈者别献血，别用大陆血浆制品，而且以后hk都不要献血，你们英美爹地也是，献了就是没人权 ,20200210-20200213,
"
从这里直到月亮再绕回来",所以 我啥时候可以回国 ,20200210-20200213,
"
Formorefun",今天之后，接下来都是好消息?? ,20200210-20200213,
"
霸霸想杀鸡",好消息 ,20200210-20200213,
"
不思議少女Aria",是啊 楼主说的一点毛病没有 杠精真的是没脑子吧 ,20200210-20200213,
"
suju_不简单的小橙子",是的啊，还是人体的免疫系统厉害，抗体 ,20200210-20200213,
"
mooye2011",感觉和韩国《流感》剧情很像啊？？抗体血清 ,20200210-20200213,
"
没有小鹿的子衿君",@nydxx书蠹 ,20200210-20200213,
"
塔罗的愚者",加油啊，加油 ,20200210-20200213,
"
啊呀呀哎",不是康复的病人还能二次传染么？ ,20200210-20200213,
"
巨蟹座的熊猫",审题，是给为危重病人使用的，换言之就是轻症和一般都不会这么做。 ,20200210-20200213,
"
元清锁已转正",转发扩散！大爱无疆，希望更多人站出来！！ ,20200210-20200213,
"
听楠加木热闻",国家付出那么多救治患者，一听说要捐献血浆就有那么多人骂道德绑架！捐血浆不也是为了救助其他需要的患者吗，又不是医院拿去自己用了。真搞不懂这么人！再说也没人非拉着你去捐献，去不去靠自觉！ ,20200210-20200213,
"
黄大帅是呆橘的大舅的鱼丸",引起排斥反应的组织相容性抗原是存在于细胞表面的，采血浆是将血细胞去除掉了的，是不会引起免疫排斥的(我只是个小喽喽) ,20200210-20200213,
"
泰酥罒3罒",@墨语成磨 ,20200210-20200213,
"
彦之之",那这样是每个患者都可以治疗了？就是等于有特效药了的意思吗？ ,20200210-20200213,
"
一曲开天",窗口期怎么办？ ,20200210-20200213,
"
得冲冲冲",牛皮！?????? ,20200210-20200213,
"
拽哦你",好消息 ,20200210-20200213,
"
甜甜甜小蛋糕",棒 ,20200210-20200213,
"
冰淇淋给我吃两口",希望以后都是好消息?? ,20200210-20200213,
"
二一遇你",希望接下来都是好消息 ,20200210-20200213,
"
sisy_i",太好了！ ,20200210-20200213,
"
July-1712",这个好厉害！！ ,20200210-20200213,
"
Unicorndada",祝你早日去到那个没有中医的世界哈 ,20200210-20200213,
"
wait_for_spring",??  ,20200210-20200213,
"
ge189189189",这个真是好消息！?????? ,20200210-20200213,
"
明天Skies",希望快点研究出来吧，在家都快疯了 ,20200210-20200213,
"
得二不能二",你信不信现在和你争辩中医有用的人根本不是为了争辩中医比西医更厉害？只是为了给中医正名？我腰间盘突出，西医吃了一个月一点用没有我去吃了中药，止疼了，感冒我不会吃中医因为两片西药就好了，中西医各有各的术业专攻，为什么一定要说西医比中医更好更高贵？ ,20200210-20200213,
"
每一天都很宝贵呀",看到这样的好消息激动得想哭 ,20200210-20200213,
"
第拾壹个香草味的冰淇淋",辛苦了 ,20200210-20200213,
"
滚去看论文啦",辛苦你们了！！！ ,20200210-20200213,
"
碰到头",这和血液中心有什么关系 ,20200210-20200213,
"
张未来不吃曲奇",加油啊 ,20200210-20200213,
"
笙音入梦",可喜可贺 ,20200210-20200213,
"
krsg",真的是好消息 ,20200210-20200213,
"
小彭赛高",棒 ,20200210-20200213,
"
饭团球189",轻症不用，危重病人可以用，降低死亡率。 ,20200210-20200213,
"
三可的林夕",剧情越来越像流感了 ,20200210-20200213,
"
儿时晚",那你别吃啊？ ,20200210-20200213,
"
帅豪豪的小可爱",加油 ,20200210-20200213,
"
布喵喵是宝宝",加油加油?? ,20200210-20200213,
"
岁寒三友2030",太好了，加油 ,20200210-20200213,
"
腹黑的panda",@无奈中透着贫穷和肥胖 ,20200210-20200213,
"
漂亮可爱不能死的美伢",温和？呵呵 ,20200210-20200213,
"
山药池果",不用理那些中医黑了，人家有利益关系再怎么跟他们讲道理人家也不会听的。我之前看过外国的纪录片他们可宝贝我们的中医了，哪像我们这些自己人，整个就是傻蛋。 ,20200210-20200213,
"
_俺娘说咧不必在乎称呼_",希望赶紧研发批量生产出来，每人一只。就有保障了。 ,20200210-20200213,
"
居居小龙人520",真的是2020年听到的最好的消息了 ,20200210-20200213,
"
我胖了你胖了吗",一定会的 ,20200210-20200213,
"
浅灰墨QIAN",真的是好消息啊，希望情况能越来越好 ,20200210-20200213,
"
一只兔子陛下",中西医结合疗效好 ,20200210-20200213,
"
Melisssaaaaa",本来确诊病例治疗费就是全免的吧 ,20200210-20200213,
"
木叶子田",@黑摩羯- ,20200210-20200213,
"
春日酒意入桃枝",辛苦啦！！！ ,20200210-20200213,
"
自此节操是路人",这层都是在家闲的 ,20200210-20200213,
"
一朵灿烂的泡泡",这是最好的消息了 ,20200210-20200213,
"
查无此人_xs",办法肯定专家组会一直研究更好更稳妥的，不可能有一种方式就一直用这个的，这只是目前来说比较见效的方式 ,20200210-20200213,
"
安助的北大西洋",希望能制作出更多的疫苗啊！ ,20200210-20200213,
"
百里潮生7777",扩散扩散！！！！！ ,20200210-20200213,
"
阿德勒的电烙铁",骗患者检查抽了血做产品拿去卖，这帽子没人扛得住 ,20200210-20200213,
"
小小小糍",谢谢专业人员的努力，让我们看到了希望，感恩 ,20200210-20200213,
"
崂山团区委", 好消息！#战疫历史记录# ,20200210-20200213,
"
顺天明德2014",希望早日出特效好啦 ,20200210-20200213,
"
思念在那一瞬间",真是的好消息！ ,20200210-20200213,
"
库啵型小灰人",在？请问是找你领钱吗 ,20200210-20200213,
"
报喜福满门",！！！！！！ ,20200210-20200213,
"
熊浩宇521",问题是都是大病初愈的人，能提供多少血，有没有足够的血源才是问题 ,20200210-20200213,
"
Ai路寻guo79542",终于看到个靠谱的好消息，希望接下来捷报频传 ,20200210-20200213,
"
落于春水",？什么神仙权重 蹭蹭蹭蹭蹭蹭蹭蹭蹭蹭 ,20200210-20200213,
"
库啵型小灰人",不好意思现在网上天天吹中医的气氛才是跟邪教一样，说一句觉得不好能被喷几百楼，反而说西医不好的能被夸几百楼，好意思说别人邪教？顺带不信中医的不会去看中医，吹中医踩西医的才会在快被中医拖死的时候去求西医哦，谢谢 ,20200210-20200213,
"
无泽--",这种方法好是好，但没那多血浆啊 ,20200210-20200213,
"
black考拉",你想多了，中医也有他自己的体系好不好，我学西医的不贬低中医，怎么你们一个个都和中医杀了你们父母一样这么仇视？你不会认为西医治很多病吧？而且中医到现在很多东西解释不了，但是他就是有用奥，我还忘了说了，国内一群你们这种狗，然后国外别人研究中医，已经在中医某些领域要超过我们了，比如针灸 ,20200210-20200213,
"
暖墨辞越",太好了 ,20200210-20200213,
"
燕子6205129639",你一定是预言家 ,20200210-20200213,
"
是个谨慎的人",希望会带来奇迹 ,20200210-20200213,
"
哇你搜到我了呀",是一个人捐才能治疗一个人吗？ ,20200210-20200213,
"
麓绮",让抗体再人群中传播 ,20200210-20200213,
"
迈克姐姐",？？？ ,20200210-20200213,
"
库啵型小灰人",九年义务教育没读完也配叫别人多读书了？中药副作用就不重了？搞笑 ,20200210-20200213,
"
别逼我吃小番茄",@今天也很爱极极鸭 ,20200210-20200213,
"
black考拉",还隔着那美国要呢？现在官方宣布了最有效的药物是前苏联遗留下来的药，和你美国爹的药物没关系好吗，说再多不用你不好意思。拿着西医理念往中医上面套我是没想到的，我还是头一次遇到nt拿一个理念的东西解释另外一个，然后来说这个东西不符合另一个的标准，所以他是错误的奥。作为人能别跪着说话吗？ ,20200210-20200213,
"
张彬Zbin",打赢人民防疫战争 ,20200210-20200213,
"
QQ糖太粘牙",加油加油??全部好起来 ,20200210-20200213,
"
库啵型小灰人",众所周知不信中医的确实真的不会去看中医，只有天天跟网上吹中医踩西医“治标不治本”的才会被中医拖到快死的时候跑去找西医救命哦 ,20200210-20200213,
"
陆卡的夫人小汤圆",哎哎哎？我也看到那个文章了，怎么被扒皮了？能告诉我吗？ ,20200210-20200213,
"
小猴子与新冠1993I",脊髓灰质炎疫苗的原理。。。。让人体自己产生机对应的抗体，，，但不排除病毒会继续变异，因为现在它们已经可以假阴性，已经具备了很强的变异特质 ,20200210-20200213,
"
shadow是谁",可惜李文亮医生没用上 希望后面的危重都能缓解 希望这场疫情快点结束 ,20200210-20200213,
"
月海糖妹mm",拜托了！！！！ ,20200210-20200213,
"
堤外cq",谢谢！ ,20200210-20200213,
"
八十五号甜甜苏",辛苦了啊！希望好消息越来越多！ ,20200210-20200213,
"
TB超神回来了",辛苦了 ,20200210-20200213,
"
库啵型小灰人",九年义务教育没读完的也可以叫别人小屁孩了啊 ,20200210-20200213,
"
慕清雪love",是好事。不过一定要注意检测血浆质量 ,20200210-20200213,
"
妖娆小鼠子",让故意隐瞒的那些憨批来捐应该不叫道德绑架而是给机会将功折罪吧 ,20200210-20200213,
"
库啵型小灰人",噗，还好意思说别人sjb，他还真没说错，就是“治”可以自愈的病，实际上拖着骗钱哦西医会直接告诉我这个病随着年龄增长会消退，中医就开药叫我调理，最后我还真就自己好了，后来在网上看到得这个病的人吹中医多厉害，给他调理好了，属实nt ,20200210-20200213,
"
我要变成兔子啦",@hi0FUNNY ,20200210-20200213,
"
倩倩超级爱吃奥利奥",@张彬Zbin ,20200210-20200213,
"
紫云纾",好消息 ,20200210-20200213,
"
从这里直到月亮",@从这里直到月亮再绕回来 ,20200210-20200213,
"
yo北极星光",并且，这不是特效药。人体太复杂了，血液到现在人还没能研究透，就算注入到人体了，不同人体激起的免疫力能不能阻值病毒还是一回事，所以就需要多个人血浆供应一个人，结论就是这个办法只能用于重症，使用后还要看他个人身体免疫功能 ,20200210-20200213,
"
我要变成兔子啦",辛苦啦 ,20200210-20200213,
"
王小五-松鼠财智",重磅消息啊，牛掰极了，没有特效药，新冠病毒康复患者血浆都可以干掉病毒，太牛了，胜利的曙光已经出现了，再加上这么高级别全国隔离措施，相信我们可以搞定这该死的病毒。 ,20200210-20200213,
"
甜啵叽iBO博",想问问钟南山老师，不知道靠谱不 ,20200210-20200213,
"
幸福陈果",这次HIV的人不会传染到肺炎。 ,20200210-20200213,
"
Rihanna____",献血点就这一个吗？建议多设置几个献血点，毕竟现在交通不便。 ,20200210-20200213,
"
睡觉不关灯",愿接下来都是好消息?? ,20200210-20200213,
"
SAMY2001",真是太好了??????中國加油????武漢加油??????大家都平安健康 ,20200210-20200213,
"
欧诗漫-小透",加油啊，现在只要活下去就能救千万条生命。 ,20200210-20200213,
"
一只好懒的小猪呀",正纳闷中生怎么还没出手就看到好消息了 特免血浆治疗?? 鼓励市民多献血 ,20200210-20200213,
"
-图说-",连你都来了 ,20200210-20200213,
"
灰兔子的魔术师",我们和病毒在下黑白棋，多一个治愈者就多一片治愈者 ,20200210-20200213,
"
yo北极星光",评论真的是无语了，好好回去翻一下书高三生物就说了。疫苗，是指杀了大部分毒后病毒适应人体，注入人体产生对此类病毒免疫，所有健康人都能用。还有一种是用恢复后病人的抗体，注入患病人身体里，产生同样抗体，只能用于患病人。以现在治愈人数对患病人数简直就是杯水车薪，只能降低死亡率 ,20200210-20200213,
"
如尘bb",好消息越来越多?? ,20200210-20200213,
"
A1L1YNU2",这层真有毒 都不知道在吵什么 ,20200210-20200213,
"
blue烂香蕉",站层主… 要是专家早想到了干脆早点宣传献血不就好了 再说首批患者出院的时候也没看到相关研究啊… ,20200210-20200213,
"
JunSoo44161",美帝那边疫苗在一期临床试验了 ,20200210-20200213,
"
lUCK坏坏qq",太好了?? ,20200210-20200213,
"
番茄已被抢",希望一切都能好起来 不要再有死亡了?? ,20200210-20200213,
"
番茄已被抢",真棒 ,20200210-20200213,
"
阆苑奇葩仙子",@还没有狗的小李 好消息 ,20200210-20200213,
"
吴小仙ha",所以你说的 抽死他？？？ ,20200210-20200213,
"
正峰大哥大",@爱嵐的我啊 开心 ,20200210-20200213,
"
一滩肥猫Orz",哇⊙ω⊙ ,20200210-20200213,
"
不瘦不改名字ing",故意哄抬股价？ ,20200210-20200213,
"
爱月夜_眠迟慢",我的意思是克隆行不 ,20200210-20200213,
"
浙江最帅的男人",@___Karina ,20200210-20200213,
"
笑客来",好消息啊 ,20200210-20200213,
"
sunflower童装店",我记得在之前的新闻下面评论的人就有说用康复者都血来治病 ,20200210-20200213,
"
ASAS_UP",太好了！！！！！！！！！！！ ,20200210-20200213,
"
法海路纸巾供应商",拜托???? ,20200210-20200213,
"
一个瑟瑟发抖的卑微",蛋白质是一个很复杂的大分子，在如此紧急的情况下，合成它几乎不可能，所以还是要靠爱心的志愿者捐献血浆 ,20200210-20200213,
"
猴小宝will",期待好消息 ,20200210-20200213,
"
Coalesce丿",牛逼牛逼牛逼????中国加油 武汉加油！ ,20200210-20200213,
"
努力当学霸蓉",好棒 ,20200210-20200213,
"
galaxy_momo酱",好消息 ,20200210-20200213,
"
热情相拥666",我真是烦死这些键盘侠了??????你能想的到的人家想不到 你那么厉害啥都明白你怎么没当个院士 博士啥的呢??????怎么没去前线呢？能不能不在这装文化了??????国家免费给治疗 又没强迫捐????捐与不捐都是个人自愿行为????又说人家捐的血带别的病毒????你当抽出来直接给输呢啊????人家不会检验吗 ,20200210-20200213,
"
你迂回我婉转",加油！！！！！！！！！！ ,20200210-20200213,
"
四时六乐",好 ,20200210-20200213,
"
来看冬天的雨",好消息 ,20200210-20200213,
"
刘明皓008783",我看新闻说的，有限的人传人！当时觉得跟我无关…… ,20200210-20200213,
"
洛阳城--半天月",高福呢 ,20200210-20200213,
"
愿望成真-越来越好",转发微博 ,20200210-20200213,
"
缘来_缘去9",都是专家！ ,20200210-20200213,
"
_Centurion_",该公布得公布啊，你是憨批?? ,20200210-20200213,
"
九未悔",这么说就是它比非典厉害？！！我之前一直都给我妈科普，它比非典弱一点 ,20200210-20200213,
"
wingfly117",有考虑用美沙酮来治疗吗？ ,20200210-20200213,
"
wingfly117",建议专家把病毒与aids病毒比较实验 ,20200210-20200213,
"
wingfly117",可以评论吗？ ,20200210-20200213,
"
ICanspeak_",是啊 感染人数是不是超过十倍了都 ,20200210-20200213,
"
认认真真闹着玩",现在很多人都开始大意了，我觉得你们应该对这个病毒有个新的认识…… ,20200210-20200213,
"
一念花开71561",，。。 ,20200210-20200213,
"
愿你是时光盗不走的爱人KY",谢谢 ,20200210-20200213,
"
愿你是时光盗不走的爱人KY",没办法，不知道在哪里了解消息啊 ,20200210-20200213,
"
愿你是时光盗不走的爱人KY",好的谢谢，现在我们黑龙江鸡西被当地政府限制通行，火车跟车都停了，回来了强制去宾馆隔离，我没见过哪里是这样的 ,20200210-20200213,
"
骤-雨",桑塔纳尔晴 ,20200210-20200213,
"
铿恒秩真",找到问题才能解决问题，中医治疗新冠肺炎有效。知道这，武汉问题，湖北疫情，就可迎刃而解，湖北父老乡亲生命无忧亦！在此不涉及利益冲突讨论。 ,20200210-20200213,
"
铿恒秩真",武汉中医治疗缺失也是国家明令武汉加强中医治疗力度的根本原因。尤其从全国伤亡数据分析，可以清楚看到加强中医治疗的，基本可以痊愈！ ,20200210-20200213,
"
我就想改个名字可以不",这玩意，谁傻谁知道 ,20200210-20200213,
"
一不听话一",当年互联网不发达 ,20200210-20200213,
"
兔兔么么哒2001",非典传播了好几个月才几千也是春运 前几个月什么防控都没有 最后也才几千 那会带的还是纱布口罩 ,20200210-20200213,
"
肥嘟嘟左卫门与小新",然后这次也是疯狂抢购双黄连… ,20200210-20200213,
"
肥嘟嘟左卫门与小新",还有湖北省武汉市的骚操作也有很大原因，以前北京市也是有骚操作，历史总是惊人的相似。 ,20200210-20200213,
"
小丙丁先生",加油，愿母子平安 ,20200210-20200213,
"
我是王大顶",原话应该是??????可防可控，暂未发现有人传人迹象 ,20200210-20200213,
"
慕禾xx",从传染性来看比sars严重，现在看来致病性可能也是了，轻症转重症的比例高，重症病情恶化的速度比sars快，而且还存在无症状感染者。 ,20200210-20200213,
"
liuuu_今天有猫了吗",所以说这个病毒太鸡贼了 ,20200210-20200213,
"
SS笑忘",那有可能高，首先死亡率是假的，治愈不如说自愈 ,20200210-20200213,
"
SS笑忘",得快点想办法了 ,20200210-20200213,
"
SS笑忘",自然界进化不出来这种病毒的，建议建议看看崔永元，武小华质疑石正丽的帖子 ,20200210-20200213,
"
SS笑忘",非典当初传染了不到一万，现在多少了，尽量别出门吧，老百姓能有啥办法 ,20200210-20200213,
"
我就想改个名字可以不",太傻太天真，我说的不是病毒 ,20200210-20200213,
"
SS笑忘",有个罪叫以危险方法危害公共安全罪，这个罪适合于任何情况 ,20200210-20200213,
"
SS笑忘",问题就出在这里 ,20200210-20200213,
"
业余摄影-凌远",确实，之前还说新冠不如非典，现在承认比非典厉害了 ,20200210-20200213,
"
Ins运输员",快点好起来吧 ,20200210-20200213,
"
静于止蓝",SARS的大爷SSRS ,20200210-20200213,
"
慧明净",管轶说真话，反被无知骂，可怜城中人，无辜黄泉下。 ,20200210-20200213,
"
桐月与衔蝉",之前看到的报道还是比sars弱…… ,20200210-20200213,
"
angryandhungry_601",有基础病的病人会更严重 ,20200210-20200213,
"
angryandhungry_601",实事求是，不再隐瞒 ,20200210-20200213,
"
戴墨镜踩灯泡",人类统治地球的最大敌人是病毒 ,20200210-20200213,
"
红扣子的女",我当时在广州读大学，没觉得怎么慌，也没停过课，但家乡很慌，我家在江苏，我妈说村干部去我家去了几次，跟我爸妈说我回家的话一定要举报，后来听说有北京读书的同学回去都被隔离了 ,20200210-20200213,
"
爬上树打铁的蜗牛",可防可控这四个字哪有问题？可防可控的前提是您得防啊，您得控啊。 ,20200210-20200213,
